ORF,Chr,ORF Start,ORF End,Strand,TSS,TTS,+1 nucleosome,-1 nucleosome,NDR Center,NDR Width
YFL062W,chrVI,6426,7565,1,6426,7640,6496,6201,6349,148
YFL060C,chrVI,10969,10301,-1,10829,10185,11007,11217,11112,63
YFL059W,chrVI,11363,12259,1,11293,12401,11217,11007,11112,63
YFL058W,chrVI,12929,13951,1,12929,14075,12700,12426,12563,127
YFL056C,chrVI,15431,14793,-1,16492,14793,16440,16709,16575,122
YFL055W,chrVI,17004,18680,1,16682,18680,16709,16440,16575,122
YFL053W,chrVI,23423,25198,1,23423,25375,23121,22829,22975,145
YFL050C,chrVI,35848,33272,-1,36621,32987,36560,36841,36701,134
YFL049W,chrVI,36803,38674,1,36799,38821,36841,36560,36701,134
YFL048C,chrVI,40180,38843,-1,40213,38732,40171,40446,40309,128
YFL047W,chrVI,40421,42565,1,40413,42629,40446,40171,40309,128
YFL045C,chrVI,44392,43628,-1,44478,43497,44449,44729,44589,133
YFL044C,chrVI,45560,44655,-1,45579,44380,45530,45762,45646,85
YFL041W,chrVI,49139,51007,1,49131,51181,49171,48928,49050,96
YFL039C,chrVI,54696,53260,-1,54816,53162,54364,54645,54505,134
YFL038C,chrVI,55986,55366,-1,56010,55248,55983,56336,56160,206
YFL037W,chrVI,56336,57709,1,56265,57934,56336,55983,56160,206
YFL036W,chrVI,58782,62837,1,58577,62937,58618,58252,58435,219
YFL034C-B,chrVI,63993,63016,-1,64038,62926,63991,64287,64139,149
YFL034C-A,chrVI,64932,64243,-1,64974,64157,64937,65333,65135,249
YFL033C,chrVI,74427,69115,-1,74668,68893,74548,75158,74853,463
YFL031W,chrVI,75179,76147,1,75113,76532,75158,74548,74853,463
YFL030W,chrVI,76831,77988,1,76716,78116,76651,76428,76540,76
YFL029C,chrVI,79161,78055,-1,79183,77991,79121,79371,79246,103
YFL028C,chrVI,80213,79344,-1,80235,79265,80192,80441,80317,102
YFL027C,chrVI,81912,80419,-1,81872,80345,81879,82119,81999,93
YFL026W,chrVI,82580,83875,1,82550,84140,82499,82275,82387,77
YFL025C,chrVI,87234,84145,-1,87311,84130,87277,87544,87411,120
YFL024C,chrVI,90345,87847,-1,90628,87579,90307,90599,90453,145
YFL023W,chrVI,90986,93376,1,90972,93472,91006,90599,90803,260
YFL022C,chrVI,95010,93499,-1,95069,93397,95038,95502,95270,317
YFL021W,chrVI,95966,97498,1,96103,97505,95864,95502,95683,215
YFL018C,chrVI,103127,101628,-1,103206,101571,103170,103479,103325,162
YFL017W-A,chrVI,103699,103932,1,103656,103991,103708,103479,103594,82
YFL017C,chrVI,104462,103983,-1,104494,103907,104428,104696,104562,121
YFL016C,chrVI,106236,104701,-1,106326,104598,106216,106841,106529,478
YFL014W,chrVI,107256,107585,1,107197,107770,106841,106216,106529,478
YFL013C,chrVI,109930,107852,-1,109963,107683,109941,110238,110090,150
YFL011W,chrVI,112345,113985,1,112043,113985,112079,111819,111949,113
YFL010W-A,chrVI,114990,115274,1,114742,115274,114247,114004,114126,96
YFL010C,chrVI,115743,115108,-1,115772,114946,115713,116001,115857,141
YFL009W,chrVI,116145,118484,1,115953,118569,116001,115713,115857,141
YFL008W,chrVI,119429,123106,1,119388,123209,119416,119143,119280,126
YFL007W,chrVI,123479,129910,1,123358,129987,123383,123094,123239,142
YFL005W,chrVI,130334,130981,1,130164,131198,130185,129904,130045,134
YFL004W,chrVI,131810,134296,1,131658,134529,131818,131559,131689,112
YFL003C,chrVI,137157,134521,-1,135891,134474,135830,136147,135989,170
YFL002C,chrVI,146934,145114,-1,146958,144983,146892,147160,147026,121
YFL001W,chrVI,147131,148459,1,147078,148491,147160,146892,147026,121
YFR001W,chrVI,149110,149724,1,149102,149795,149126,148847,148987,132
YFR002W,chrVI,150016,152535,1,149999,152628,150048,149750,149899,151
YFR003C,chrVI,153124,152657,-1,153179,152637,153113,153400,153257,140
YFR004W,chrVI,153393,154313,1,153363,154407,153400,153113,153257,140
YFR005C,chrVI,155873,154527,-1,155880,154308,155848,156200,156024,205
YFR007W,chrVI,159299,160360,1,159512,160457,159307,159080,159194,80
YFR008W,chrVI,160535,161200,1,160531,161200,160539,160275,160407,117
YFR009W,chrVI,162488,164746,1,162416,164813,162501,162077,162289,277
YFR010W,chrVI,165067,166566,1,165024,166657,165042,164772,164907,123
YFR011C,chrVI,167258,166746,-1,167282,166603,167246,167598,167422,205
YFR013W,chrVI,169922,172285,1,169875,172427,169894,169657,169776,90
YFR014C,chrVI,173877,172537,-1,174001,172315,173868,174202,174035,187
YFR015C,chrVI,176391,174265,-1,176391,174088,176621,177030,176826,262
YFR016C,chrVI,180743,177042,-1,180837,176991,180807,181181,180994,227
YFR019W,chrVI,184502,191338,1,184495,191388,184522,184244,184383,131
YFR021W,chrVI,194812,196314,1,194718,196424,194762,194501,194632,114
YFR022W,chrVI,196833,199034,1,196565,199130,196612,196344,196478,121
YFR023W,chrVI,199874,201709,1,199874,201709,199544,199316,199430,81
YFR024C-A,chrVI,203433,201960,-1,203443,201810,203396,203662,203529,119
YFR025C,chrVI,204750,203743,-1,204774,203656,204779,205134,204957,208
YFR026C,chrVI,206257,205748,-1,207241,205669,207192,207439,207316,100
YFR027W,chrVI,207452,208297,1,207386,208428,207439,207192,207316,100
YFR028C,chrVI,210068,208413,-1,210126,208358,210071,210358,210215,140
YFR029W,chrVI,210937,212973,1,210873,212973,210922,210528,210725,247
YFR030W,chrVI,213312,216419,1,213197,216487,213233,212933,213083,153
YFR031C,chrVI,220106,216594,-1,220141,216543,220101,220325,220213,77
YFR031C-A,chrVI,221418,220507,-1,221478,220348,221365,222097,221731,585
YFR032C-A,chrVI,223771,223258,-1,223825,223162,223759,224264,224012,358
YFR033C,chrVI,224769,224326,-1,224875,224182,224804,225585,225195,634
YFR034C,chrVI,225958,225020,-1,225989,225020,225939,226285,226112,199
YFR036W,chrVI,226963,227337,1,226941,227478,226934,226473,226704,314
YFR037C,chrVI,229186,227513,-1,229192,227395,229151,229432,229292,134
YFR038W,chrVI,229380,231941,1,229394,232029,229432,229151,229292,134
YFR040W,chrVI,234242,237250,1,233974,237347,234003,233620,233812,236
YFR041C,chrVI,238255,237368,-1,238290,237237,238218,238461,238340,96
YFR042W,chrVI,238458,239060,1,238410,239152,238461,238218,238340,96
YFR043C,chrVI,239827,239114,-1,239854,239059,239793,240032,239913,92
YFR044C,chrVI,241437,239992,-1,241455,239944,241419,241682,241551,116
YFR046C,chrVI,244159,243074,-1,244159,243001,244103,244349,244226,99
YFR047C,chrVI,245166,244279,-1,245202,244202,245133,245345,245239,65
YFR048W,chrVI,246146,248134,1,246080,248185,246157,245862,246010,148
YFR049W,chrVI,248523,248894,1,248361,249009,248399,248152,248276,100
YFR050C,chrVI,249866,249066,-1,249919,248928,249865,250164,250015,152
YFR051C,chrVI,251803,250163,-1,251875,250090,251791,252081,251936,143
YFR052W,chrVI,252505,253329,1,252465,253369,252517,252235,252376,135
YGL258W,chrVII,11110,11730,1,10437,11986,10485,10189,10337,149
YGL257C,chrVII,14157,12481,-1,14432,12384,14252,14443,14348,44
YGL256W,chrVII,15159,16307,1,14466,16484,14699,14443,14571,109
YGL255W,chrVII,20978,22108,1,20933,22207,20724,20429,20577,148
YGL254W,chrVII,22304,23203,1,22295,23203,22348,22105,22227,96
YGL253W,chrVII,23935,25395,1,23888,25587,23940,23229,23585,564
YGL252C,chrVII,27484,25718,-1,27522,25627,27491,27791,27641,153
YGL250W,chrVII,31910,32635,1,31869,32828,31933,31667,31800,119
YGL249W,chrVII,33098,35212,1,33098,35441,33058,32812,32935,99
YGL248W,chrVII,35653,36762,1,35524,36831,35579,35323,35451,109
YGL247W,chrVII,36933,37526,1,36921,37623,36948,36686,36817,115
YGL246C,chrVII,38780,37617,-1,38820,37497,38770,39057,38914,140
YGL245W,chrVII,39023,41149,1,39008,41209,39057,38770,38914,140
YGL244W,chrVII,41498,43174,1,41442,43266,41493,41214,41354,132
YGL243W,chrVII,43307,44509,1,43307,44555,43407,43153,43280,107
YGL241W,chrVII,45445,48459,1,45439,48561,45473,45203,45338,123
YGL240W,chrVII,48613,49365,1,48594,49365,48658,48389,48524,122
YGL238W,chrVII,49552,52434,1,49549,52478,49557,49290,49424,120
YGL237C,chrVII,53528,52731,-1,53291,52537,53571,53832,53702,114
YGL236C,chrVII,55796,53787,-1,56108,53764,56111,56426,56269,168
YGL234W,chrVII,56482,58890,1,56464,58982,56426,56111,56269,168
YGL233W,chrVII,59122,61854,1,59093,61919,59135,58853,58994,135
YGL232W,chrVII,62075,63002,1,62045,63074,62098,61869,61984,82
YGL231C,chrVII,63620,63048,-1,63640,62979,63575,63832,63704,110
YGL229C,chrVII,66959,64503,-1,67188,64364,67180,67586,67383,259
YGL228W,chrVII,67598,69331,1,67544,69488,67586,67180,67383,259
YGL227W,chrVII,69671,72547,1,69629,72758,69655,69402,69529,106
YGL226C-A,chrVII,73158,72749,-1,73198,72602,73136,73396,73266,113
YGL226W,chrVII,73340,73711,1,73335,73771,73396,73136,73266,113
YGL225W,chrVII,76894,77907,1,76853,78032,76872,76482,76677,243
YGL224C,chrVII,78857,78015,-1,78956,77924,78955,79209,79082,107
YGL223C,chrVII,80365,79112,-1,80378,78940,80320,80552,80436,85
YGL222C,chrVII,81186,80659,-1,81264,80509,81190,81475,81333,138
YGL221C,chrVII,82292,81426,-1,82311,81349,82252,82512,82382,113
YGL220W,chrVII,82374,82736,1,82457,82918,82512,82252,82382,113
YGL219C,chrVII,84257,82878,-1,84284,82794,84242,84655,84449,266
YGL216W,chrVII,84885,87302,1,84618,87352,84655,84242,84449,266
YGL215W,chrVII,87981,89339,1,87509,89645,87554,87264,87409,143
YGL213C,chrVII,91247,90054,-1,91283,89991,91227,91489,91358,115
YGL212W,chrVII,91432,92382,1,91391,92382,91489,91227,91358,115
YGL211W,chrVII,92512,93591,1,92509,93721,92551,92303,92427,101
YGL210W,chrVII,93792,94460,1,93752,94581,93804,93515,93660,142
YGL209W,chrVII,95858,97006,1,95811,97121,95774,95360,95567,267
YGL208W,chrVII,97338,98585,1,97290,98723,97354,97127,97241,80
YGL207W,chrVII,98969,102076,1,98876,102212,98943,98631,98787,165
YGL206C,chrVII,107504,102543,-1,107576,102269,107560,107988,107774,281
YGL205W,chrVII,108158,110404,1,108158,110404,107988,107560,107774,281
YGL203C,chrVII,114664,112475,-1,114741,112406,114705,114996,114851,144
YGL202W,chrVII,116059,117561,1,115930,117654,115981,115707,115844,127
YGL201C,chrVII,120907,117854,-1,120959,117670,120908,121182,121045,127
YGL200C,chrVII,123305,122694,-1,123329,122587,123269,123635,123452,219
YGL198W,chrVII,123591,124298,1,123584,124347,123635,123269,123452,219
YGL197W,chrVII,124698,129161,1,124529,129448,124543,124207,124375,189
YGL196W,chrVII,129883,131169,1,129818,131265,129814,129537,129676,130
YGL195W,chrVII,131525,139543,1,131482,139644,131537,131246,131392,144
YGL194C,chrVII,141726,140368,-1,141806,140235,141744,141986,141865,95
YGL192W,chrVII,142246,144048,1,142246,144048,141986,141744,141865,95
YGL191W,chrVII,144808,145197,1,144705,145441,144755,144467,144611,141
YGL190C,chrVII,147389,145809,-1,147934,145599,147631,147917,147774,139
YGL189C,chrVII,148966,148229,-1,148644,148160,148951,149494,149223,396
YGL187C,chrVII,150525,149704,-1,150634,149419,150597,150901,150749,157
YGL186C,chrVII,152776,151037,-1,152801,150995,152796,153073,152935,130
YGL183C,chrVII,157285,156543,-1,157285,156543,157593,157871,157732,131
YGL181W,chrVII,157906,159096,1,157859,159197,157871,157593,157732,131
YGL180W,chrVII,160065,162758,1,159884,162758,159917,159668,159793,102
YGL179C,chrVII,165091,163409,-1,165170,163307,165125,165424,165275,152
YGL178W,chrVII,167352,170571,1,167798,170648,167799,167463,167631,189
YGL175C,chrVII,174322,173285,-1,174322,173285,174319,174571,174445,105
YGL174W,chrVII,174545,175345,1,174528,175564,174571,174319,174445,105
YGL173C,chrVII,180113,175527,-1,180445,175429,180408,180727,180568,172
YGL172W,chrVII,180700,182118,1,180668,182211,180727,180408,180568,172
YGL171W,chrVII,182390,184084,1,182354,184182,182392,182124,182258,121
YGL170C,chrVII,185394,184153,-1,185394,184153,185606,186003,185805,250
YGL169W,chrVII,186059,187339,1,186000,187543,186003,185606,185805,250
YGL168W,chrVII,187464,187796,1,187464,187796,187560,187264,187412,149
YGL167C,chrVII,190468,187616,-1,190844,187410,190848,191147,190998,152
YGL166W,chrVII,191129,191806,1,191108,191958,191147,190848,190998,152
YGL164C,chrVII,193300,191978,-1,193311,191892,193296,193565,193431,122
YGL163C,chrVII,196403,193707,-1,196403,193575,196496,196781,196639,138
YGL162W,chrVII,198138,199037,1,197876,199173,198129,197846,197988,136
YGL161C,chrVII,200142,199210,-1,200251,199059,200179,200471,200325,145
YGL160W,chrVII,200561,202273,1,200453,202407,200471,200179,200325,145
YGL158W,chrVII,207033,208571,1,207033,208666,207215,206975,207095,93
YGL157W,chrVII,209006,210049,1,208957,210139,208977,208606,208792,224
YGL156W,chrVII,210416,213667,1,210323,213835,210354,210076,210215,131
YGL155W,chrVII,214081,215211,1,214029,215439,214002,213734,213868,121
YGL154C,chrVII,216096,215278,-1,216100,215210,216038,216293,216166,108
YGL153W,chrVII,216273,217298,1,216211,217345,216293,216038,216166,108
YGL151W,chrVII,217524,220922,1,217469,221047,217521,217243,217382,131
YGL150C,chrVII,225573,221104,-1,225793,220899,225696,225932,225814,89
YGL148W,chrVII,226399,227529,1,226367,227617,226385,226087,226236,151
YGL147C,chrVII,228329,227754,-1,228346,227646,228337,228812,228575,328
YGL145W,chrVII,230243,232348,1,230173,232479,230227,229804,230016,276
YGL144C,chrVII,234507,232450,-1,234528,232368,234497,234745,234621,101
YGL143C,chrVII,235958,234717,-1,235977,234646,235931,236137,236034,59
YGL142C,chrVII,238119,236269,-1,238156,236211,238117,238358,238238,94
YGL141W,chrVII,238353,241085,1,238335,241181,238358,238117,238238,94
YGL139W,chrVII,245716,248124,1,245402,248454,245440,245153,245297,140
YGL137W,chrVII,249869,252738,1,249841,253037,249881,249552,249717,182
YGL136C,chrVII,253859,252897,-1,253908,252884,254229,254573,254401,197
YGL135W,chrVII,254641,255294,1,254577,255387,254573,254229,254401,197
YGL134W,chrVII,255663,256964,1,255545,257060,255576,255295,255436,134
YGL133W,chrVII,257707,261501,1,257514,261572,257527,257230,257379,150
YGL131C,chrVII,265859,261648,-1,265931,261430,265876,266126,266001,103
YGL130W,chrVII,266145,267524,1,266103,267614,266126,265876,266001,103
YGL129C,chrVII,269075,267723,-1,269122,267578,269098,269351,269225,106
YGL128C,chrVII,270144,269293,-1,270160,269128,270115,270452,270284,190
YGL127C,chrVII,270775,270392,-1,270810,270245,270753,271022,270888,122
YGL126W,chrVII,270997,272139,1,270938,272393,271022,270753,270888,122
YGL125W,chrVII,272520,274322,1,272520,274322,272519,271658,272089,714
YGL124C,chrVII,276714,274780,-1,276744,274656,276688,276899,276794,64
YGL123W,chrVII,277617,278381,1,277519,278469,277478,277037,277258,294
YGL122C,chrVII,280523,278946,-1,280569,278806,280510,280813,280662,156
YGL121C,chrVII,281157,280777,-1,281283,280559,281285,281552,281419,120
YGL120C,chrVII,283937,281634,-1,283968,281541,283949,284205,284077,109
YGL119W,chrVII,284442,285947,1,284417,286015,284425,284205,284315,73
YGL116W,chrVII,289809,291641,1,289668,291739,289648,289371,289510,130
YGL115W,chrVII,292033,293001,1,291912,293082,291952,291673,291813,132
YGL113W,chrVII,295932,297938,1,295896,298184,295937,295660,295799,130
YGL112C,chrVII,299728,298178,-1,299764,298033,299716,299990,299853,127
YGL111W,chrVII,299978,301369,1,299957,301513,299990,299716,299853,127
YGL110C,chrVII,303411,301537,-1,303418,301368,303394,303643,303519,102
YGL107C,chrVII,306273,304333,-1,306292,304241,306285,306580,306433,148
YGL106W,chrVII,306560,307009,1,306531,307259,306580,306285,306433,148
YGL105W,chrVII,307437,308567,1,307414,308667,307456,307123,307290,186
YGL104C,chrVII,310173,308713,-1,310189,308581,310150,310345,310248,48
YGL103W,chrVII,310967,311927,1,310951,312013,310962,310536,310749,279
YGL100W,chrVII,313234,314283,1,313197,314371,313245,312996,313121,102
YGL099W,chrVII,314631,316553,1,314611,316595,314643,314360,314502,136
YGL098W,chrVII,317342,318079,1,317292,318345,317333,317147,317240,39
YGL097W,chrVII,321782,323230,1,321716,323346,321784,321453,321619,184
YGL096W,chrVII,325331,326161,1,325331,326269,325395,325213,325304,35
YGL095C,chrVII,330607,328874,-1,330657,328840,330624,330955,330790,184
YGL094C,chrVII,334465,331118,-1,334660,330957,334605,334886,334746,134
YGL093W,chrVII,334886,337639,1,334848,337690,334886,334605,334746,134
YGL092W,chrVII,337906,341859,1,337813,341897,337865,337590,337728,128
YGL091C,chrVII,343042,342056,-1,343063,341964,343050,343319,343185,122
YGL090W,chrVII,343319,344584,1,343287,344584,343319,343050,343185,122
YGL087C,chrVII,346904,346406,-1,346947,346291,346912,347174,347043,115
YGL086W,chrVII,347119,349368,1,347187,349433,347212,346912,347062,153
YGL084C,chrVII,352298,350616,-1,352344,350528,352316,352560,352438,97
YGL083W,chrVII,353058,355472,1,352990,355614,353029,352728,352879,154
YGL078C,chrVII,361859,360288,-1,361903,360099,361877,362134,362006,110
YGL077C,chrVII,363916,362225,-1,364038,362146,364037,364364,364201,180
YGL076C,chrVII,365996,364335,-1,366132,364226,366020,366403,366212,236
YGL075C,chrVII,368088,366925,-1,368283,366571,368234,368495,368365,114
YGL073W,chrVII,368753,371254,1,368668,371311,368706,368495,368601,64
YGL071W,chrVII,372012,374084,1,371563,374221,371532,371203,371368,182
YGL070C,chrVII,374827,374459,-1,374852,374204,374811,375098,374955,140
YGL068W,chrVII,375087,375671,1,375040,375781,375098,374811,374955,140
YGL067W,chrVII,376101,377255,1,376013,377293,376076,375843,375960,86
YGL066W,chrVII,377609,379582,1,377418,379926,377477,377196,377337,134
YGL065C,chrVII,381271,379760,-1,381327,379706,381257,381540,381399,136
YGL064C,chrVII,383208,381523,-1,383215,381458,383172,383463,383318,144
YGL063W,chrVII,383654,384766,1,383426,385114,383463,383172,383318,144
YGL062W,chrVII,385196,388732,1,385054,388792,385122,384501,384812,474
YGL061C,chrVII,389711,388968,-1,389779,388869,389721,389993,389857,125
YGL060W,chrVII,390065,391990,1,389935,392259,389993,389721,389857,125
YGL059W,chrVII,392223,393698,1,392183,393847,392241,391957,392099,137
YGL058W,chrVII,393986,394504,1,393926,394724,393967,393672,393820,148
YGL057C,chrVII,395829,394966,-1,395789,394813,395761,396044,395903,136
YGL056C,chrVII,397618,396035,-1,397728,395931,397665,398308,397987,496
YGL055W,chrVII,398628,400160,1,398566,400384,398308,397665,397987,496
YGL054C,chrVII,401287,400871,-1,401352,400572,401315,401765,401540,303
YGL053W,chrVII,402589,403302,1,402513,403622,402548,402281,402415,120
YGL050W,chrVII,405776,406597,1,405742,406794,405781,405342,405562,292
YGL049C,chrVII,409604,406860,-1,409765,406697,409729,409980,409855,104
YGL048C,chrVII,411286,410069,-1,411308,409973,411258,411534,411396,129
YGL047W,chrVII,411552,412160,1,411465,412191,411534,411258,411396,129
YGL045W,chrVII,414102,415730,1,414013,415930,414095,413840,413968,108
YGL044C,chrVII,417036,416146,-1,417262,416009,417204,417498,417351,147
YGL043W,chrVII,417483,418412,1,417461,418634,417498,417204,417351,147
YGL040C,chrVII,420555,419527,-1,420631,419301,420629,420976,420803,200
YGL039W,chrVII,423961,425007,1,423849,425120,423460,422967,423214,346
YGL038C,chrVII,426804,425362,-1,426955,425051,426945,427260,427103,168
YGL037C,chrVII,427947,427297,-1,428022,427156,428024,428620,428322,449
YGL035C,chrVII,433062,431548,-1,433167,431417,433190,433553,433372,216
YGL032C,chrVII,436833,436570,-1,436887,436470,436931,437255,437093,177
YGL031C,chrVII,438397,437467,-1,437933,437403,438393,439054,438724,514
YGL030W,chrVII,439091,439638,1,439033,439737,439054,438423,438739,484
YGL029W,chrVII,440063,440425,1,440025,440610,440055,439787,439921,121
YGL028C,chrVII,442909,441281,-1,443065,440982,443324,443632,443478,161
YGL027C,chrVII,446143,443642,-1,446164,443550,446121,446372,446247,104
YGL026C,chrVII,448535,446412,-1,448553,446328,448524,448792,448658,121
YGL025C,chrVII,449957,448764,-1,449995,448679,449922,450175,450049,106
YGL023C,chrVII,452104,450197,-1,452142,450081,452090,452385,452238,148
YGL022W,chrVII,452404,454560,1,452339,454732,452385,452090,452238,148
YGL021W,chrVII,454785,457067,1,454828,457097,454824,454556,454690,121
